0.000000,7.818381,5.380615,6.498206,230.168703
1.000000,7.822030,5.379080,6.500518,230.182470
2.000000,7.825541,5.378376,6.501337,230.196010
3.000000,7.827965,5.378758,6.500960,230.209334
4.000000,7.829662,5.380106,6.499437,230.222042
5.000000,7.830221,5.381969,6.496710,230.234558
6.000000,7.829701,5.384859,6.493008,230.247285
7.000000,7.827951,5.388666,6.488616,230.259818
8.000000,7.825352,5.393232,6.483973,230.272160
9.000000,7.821759,5.397718,6.479342,230.284310
10.000000,7.817719,5.401126,6.474970,230.296269
11.000000,7.814055,5.403114,6.471610,230.308033
12.000000,7.810181,5.404622,6.469313,230.319597
13.000000,7.807814,5.405139,6.468407,230.330954
14.000000,7.807052,5.404012,6.469299,230.342096
15.000000,7.807202,5.401008,6.471847,230.353012
16.000000,7.808769,5.396890,6.475705,230.363690
17.000000,7.812077,5.392187,6.480472,230.374117
18.000000,7.816278,5.387562,6.486221,230.384277
19.000000,7.820271,5.383515,6.492364,230.393849
20.000000,7.824186,5.379659,6.498025,230.403134
21.000000,7.827500,5.376596,6.502998,230.412402
22.000000,7.829857,5.374212,6.506191,230.421326
23.000000,7.831609,5.373212,6.507708,230.429884
24.000000,7.832681,5.373811,6.507391,230.438052
25.000000,7.832916,5.375515,6.505185,230.445804
26.000000,7.832824,5.378626,6.501256,230.453117
27.000000,7.832293,5.382324,6.495544,230.459963
28.000000,7.831003,5.386802,6.488776,230.466317
29.000000,7.828860,5.391948,6.480816,230.472152
30.000000,7.825817,5.397138,6.472690,230.477441
31.000000,7.823085,5.401840,6.465158,230.482158
32.000000,7.821158,5.405508,6.458577,230.486278
33.000000,7.820093,5.408604,6.453775,230.489774
34.000000,7.819533,5.410740,6.450167,230.492546
35.000000,7.819556,5.411857,6.448775,230.494682
36.000000,7.820402,5.411499,6.449551,230.496208
37.000000,7.822156,5.409538,6.452594,230.497018
38.000000,7.824415,5.406431,6.457643,230.497093
39.000000,7.826361,5.402359,6.463725,230.496415
40.000000,7.828093,5.397131,6.470380,230.494966
41.000000,7.828842,5.392014,6.477098,230.492732
42.000000,7.828848,5.387578,6.483710,230.489701
43.000000,7.828420,5.384305,6.489582,230.485861
44.000000,7.826972,5.382156,6.493625,230.481204
45.000000,7.824339,5.381109,6.495507,230.475725
46.000000,7.820223,5.382482,6.495832,230.469420
47.000000,7.814709,5.385396,6.494110,230.462289
48.000000,7.809033,5.389088,6.490332,230.454333
49.000000,7.803447,5.393167,6.484821,230.446137
50.000000,7.798855,5.397748,6.478847,230.437526
51.000000,7.795101,5.402826,6.472879,230.427926
52.000000,7.792599,5.407780,6.466527,230.417630
53.000000,7.791273,5.412876,6.460669,230.406650
54.000000,7.790332,5.416935,6.454962,230.395001
55.000000,7.790401,5.419956,6.450258,230.382699
56.000000,7.791655,5.421920,6.446785,230.369764
57.000000,7.794070,5.422402,6.444571,230.356214
58.000000,7.798011,5.421411,6.443776,230.342074
59.000000,7.801997,5.418545,6.444085,230.327367
60.000000,7.806779,5.414531,6.446142,230.312120
61.000000,7.812005,5.409856,6.449502,230.296360
62.000000,7.817571,5.405282,6.453368,230.280117
63.000000,7.822892,5.401294,6.457776,230.263421
64.000000,7.827094,5.397898,6.462029,230.247462
65.000000,7.830847,5.395045,6.465784,230.231747
66.000000,7.834149,5.392752,6.469472,230.215146
67.000000,7.836000,5.391157,6.472692,230.198262
68.000000,7.836878,5.390675,6.475323,230.181124
69.000000,7.836229,5.391373,6.476065,230.163763
70.000000,7.835024,5.392594,6.475606,230.146209
71.000000,7.833167,5.395176,6.474188,230.128493
72.000000,7.829553,5.398260,6.471756,230.110646
73.000000,7.824909,5.401141,6.469329,230.092699
74.000000,7.820100,5.403680,6.467442,230.074684
75.000000,7.815995,5.405758,6.465633,230.056632
76.000000,7.812584,5.407006,6.463969,230.038574
77.000000,7.810086,5.408052,6.462574,230.020541
78.000000,7.808513,5.408207,6.462060,230.002564
79.000000,7.807652,5.407482,6.462303,229.985945
80.000000,7.807395,5.406173,6.463481,229.970059
81.000000,7.808780,5.403919,6.465351,229.953654
82.000000,7.811904,5.401101,6.468077,229.937392
83.000000,7.815981,5.397636,6.471699,229.921294
84.000000,7.820929,5.393701,6.475403,229.905381
85.000000,7.825832,5.389905,6.478997,229.889674
86.000000,7.831114,5.386515,6.482567,229.874192
87.000000,7.836069,5.383913,6.485303,229.858955
88.000000,7.839922,5.382349,6.486827,229.843981
89.000000,7.841868,5.381285,6.487482,229.829286
90.000000,7.842034,5.381021,6.487713,229.814887
91.000000,7.841061,5.381847,6.486803,229.800798
92.000000,7.839339,5.383929,6.484888,229.787033
93.000000,7.836182,5.387066,6.482209,229.773606
94.000000,7.831307,5.390472,6.479053,229.761518
95.000000,7.826271,5.394381,6.476391,229.750226
96.000000,7.821254,5.399216,6.474346,229.738278
97.000000,7.816107,5.403835,6.472211,229.726218
98.000000,7.810750,5.407600,6.470635,229.714542
99.000000,7.805528,5.410267,6.469485,229.703255
100.000000,7.801668,5.411986,6.468844,229.692362
101.000000,7.799272,5.412524,6.469448,229.681867
102.000000,7.797808,5.411060,6.470946,229.671774
103.000000,7.797627,5.408640,6.473792,229.662083
104.000000,7.798115,5.405383,6.477466,229.652796
105.000000,7.799555,5.401365,6.481816,229.643911
106.000000,7.802121,5.397203,6.486717,229.635428
107.000000,7.805357,5.393343,6.490954,229.627343
108.000000,7.809218,5.389323,6.494438,229.619653
109.000000,7.812987,5.385637,6.497013,229.612898
110.000000,7.817147,5.382128,6.498632,229.606738
111.000000,7.821049,5.379613,6.499991,229.600379
112.000000,7.824403,5.377948,6.499982,229.594130
113.000000,7.827607,5.377698,6.498455,229.588247
114.000000,7.830595,5.379461,6.495844,229.582720
115.000000,7.833227,5.381653,6.492290,229.577542
116.000000,7.834697,5.384294,6.487885,229.572702
117.000000,7.835507,5.387768,6.482810,229.568190
118.000000,7.835891,5.391762,6.477872,229.563996
119.000000,7.835409,5.395248,6.473385,229.560108
120.000000,7.834962,5.398298,6.469784,229.556514
121.000000,7.834459,5.401674,6.467084,229.553203
122.000000,7.833628,5.404207,6.465047,229.550163
123.000000,7.833306,5.405989,6.463987,229.547382
124.000000,7.833208,5.406374,6.463787,229.544938
125.000000,7.833705,5.405526,6.464753,229.542796
126.000000,7.834408,5.404181,6.466784,229.540768
127.000000,7.834046,5.402351,6.470070,229.538864
128.000000,7.832973,5.400548,6.473881,229.537157
129.000000,7.831177,5.397894,6.477943,229.535636
130.000000,7.829578,5.394663,6.482706,229.534289
131.000000,7.828571,5.390989,6.488054,229.533104
132.000000,7.827277,5.387584,6.493025,229.532070
133.000000,7.825652,5.384640,6.497814,229.531174
134.000000,7.823519,5.382055,6.502199,229.530408
135.000000,7.821412,5.380038,6.505741,229.529760
136.000000,7.819466,5.378845,6.508452,229.529220
137.000000,7.817617,5.378294,6.509643,229.528779
138.000000,7.815645,5.377936,6.509798,229.528429
139.000000,7.813800,5.377802,6.508728,229.528170
140.000000,7.812436,5.378238,6.507051,229.527986
141.000000,7.811874,5.379317,6.505323,229.527857
142.000000,7.812313,5.380785,6.502839,229.527784
143.000000,7.813961,5.382673,6.499923,229.527767
144.000000,7.816049,5.384590,6.496831,229.527801
145.000000,7.818292,5.386316,6.493926,229.527882
146.000000,7.820668,5.387387,6.491390,229.528006
147.000000,7.823589,5.388083,6.489222,229.528169
148.000000,7.826523,5.389305,6.487800,229.528371
149.000000,7.829316,5.391070,6.486015,229.528607
150.000000,7.832375,5.392398,6.484368,229.528879
151.000000,7.835782,5.392697,6.483090,229.529184
152.000000,7.838732,5.393032,6.481835,229.529524
153.000000,7.841085,5.393467,6.480388,229.529899
154.000000,7.842658,5.393447,6.479154,229.530295
155.000000,7.843348,5.393833,6.478033,229.530708
156.000000,7.843576,5.394619,6.477456,229.531177
157.000000,7.842809,5.395736,6.476665,229.531707
158.000000,7.841465,5.397454,6.475688,229.532286
159.000000,7.839869,5.398534,6.474669,229.532918
160.000000,7.837853,5.399142,6.473898,229.533607
161.000000,7.835607,5.399077,6.473873,229.534359
162.000000,7.833915,5.398244,6.473879,229.535180
163.000000,7.832182,5.396972,6.474382,229.536076
164.000000,7.830449,5.395819,6.475599,229.537053
165.000000,7.830313,5.394241,6.477729,229.538118
166.000000,7.831440,5.392394,6.480579,229.539280
167.000000,7.832284,5.389742,6.483454,229.540545
168.000000,7.833700,5.386811,6.486646,229.541922
169.000000,7.835267,5.383908,6.489588,229.543357
170.000000,7.837713,5.381368,6.492483,229.544848
171.000000,7.841083,5.378655,6.495788,229.546524
172.000000,7.844431,5.376156,6.498261,229.548408
173.000000,7.847404,5.374592,6.500167,229.550445
174.000000,7.849855,5.373661,6.501010,229.552644
175.000000,7.851171,5.373643,6.500522,229.555014
176.000000,7.851267,5.374477,6.498881,229.557564
177.000000,7.850235,5.375802,6.496332,229.560303
178.000000,7.848492,5.376706,6.493443,229.563241
179.000000,7.846403,5.377592,6.489980,229.566385
180.000000,7.843438,5.379099,6.486720,229.569746
181.000000,7.840389,5.380742,6.483807,229.573332
182.000000,7.837433,5.381839,6.481683,229.577152
183.000000,7.834760,5.382898,6.480611,229.581214
184.000000,7.832895,5.383378,6.480395,229.585527
185.000000,7.831820,5.383326,6.480929,229.590098
186.000000,7.832279,5.383035,6.482241,229.595129
187.000000,7.833678,5.382658,6.484161,229.600658
188.000000,7.835416,5.382072,6.486552,229.606515
189.000000,7.836882,5.381299,6.488842,229.612709
190.000000,7.839286,5.379887,6.491436,229.619248
191.000000,7.842668,5.378692,6.493821,229.626140
192.000000,7.846252,5.377538,6.494915,229.633394
193.000000,7.849193,5.376869,6.495203,229.641015
194.000000,7.851007,5.377044,6.494478,229.649012
195.000000,7.851882,5.377121,6.492683,229.657390
196.000000,7.851876,5.376791,6.490778,229.666155
197.000000,7.851005,5.377057,6.488329,229.675313
198.000000,7.850559,5.377947,6.485569,229.684867
199.000000,7.849653,5.379229,6.482705,229.694822
200.000000,7.848370,5.380516,6.479948,229.705182
201.000000,7.846918,5.381108,6.477913,229.716344
202.000000,7.846156,5.380762,6.476803,229.728351
203.000000,7.846027,5.379949,6.476851,229.740832
204.000000,7.846550,5.379563,6.477720,229.753788
205.000000,7.848236,5.379018,6.478939,229.767218
206.000000,7.851310,5.377716,6.480814,229.781125
207.000000,7.854904,5.376258,6.483439,229.795506
208.000000,7.860145,5.374609,6.487219,229.810360
209.000000,7.865734,5.373217,6.490753,229.825684
210.000000,7.870837,5.371554,6.493465,229.841476
211.000000,7.874569,5.370314,6.495056,229.857732
212.000000,7.877518,5.369661,6.495921,229.874446
213.000000,7.879095,5.369863,6.496251,229.891613
214.000000,7.878813,5.371040,6.495960,229.909227
215.000000,7.877269,5.372732,6.495238,229.927280
216.000000,7.874430,5.375186,6.493921,229.946390
217.000000,7.870159,5.378237,6.492174,229.966587
218.000000,7.865015,5.380280,6.490853,229.987253
219.000000,7.859383,5.381515,6.489473,230.008375
220.000000,7.854447,5.382024,6.488745,230.029939
221.000000,7.850247,5.381524,6.488862,230.051931
222.000000,7.847329,5.380140,6.489876,230.074334
223.000000,7.846711,5.378749,6.492161,230.097133
224.000000,7.847702,5.376644,6.494698,230.120309
225.000000,7.850216,5.373830,6.498163,230.143844
226.000000,7.853612,5.370518,6.502248,230.167718
227.000000,7.856559,5.367211,6.506071,230.191912
228.000000,7.860537,5.363829,6.509056,230.216403
229.000000,7.865543,5.360572,6.511005,230.241171
230.000000,7.870496,5.358953,6.511983,230.265405
231.000000,7.875794,5.358162,6.511455,230.289857
232.000000,7.880132,5.358209,6.509177,230.315301
233.000000,7.883572,5.360082,6.505364,230.340926
234.000000,7.885079,5.363647,6.499883,230.366707
235.000000,7.884253,5.368825,6.492800,230.392618
236.000000,7.882176,5.375027,6.484425,230.418632
237.000000,7.879085,5.381199,6.475954,230.444722
238.000000,7.875724,5.387042,6.468222,230.470859
239.000000,7.871564,5.392564,6.460045,230.497016
240.000000,7.866569,5.397744,6.452600,230.523164
241.000000,7.862731,5.401253,6.446783,230.549274
242.000000,7.859758,5.402663,6.443145,230.575316
243.000000,7.858156,5.402140,6.442539,230.601261
244.000000,7.858061,5.399658,6.444532,230.627079
245.000000,7.859722,5.396286,6.448425,230.651144
246.000000,7.863145,5.391119,6.455022,230.675043
247.000000,7.868142,5.384226,6.463660,230.700331
248.000000,7.873788,5.377138,6.472851,230.725377
249.000000,7.879205,5.370663,6.482450,230.750151
250.000000,7.884293,5.364887,6.491930,230.774624
251.000000,7.888862,5.360102,6.500383,230.798766
252.000000,7.892123,5.356896,6.507188,230.822550
253.000000,7.893704,5.355194,6.512091,230.845946
254.000000,7.892983,5.354414,6.514639,230.868928
255.000000,7.890269,5.355436,6.514772,230.891467
256.000000,7.885901,5.357735,6.513126,230.913538
257.000000,7.880206,5.361701,6.509855,230.935114
258.000000,7.874010,5.367051,6.505744,230.956170
259.000000,7.867959,5.372440,6.500509,230.976682
260.000000,7.863028,5.377056,6.494815,230.995403
261.000000,7.858905,5.381036,6.489490,231.013597
262.000000,7.856311,5.384785,6.484371,231.032420
263.000000,7.855398,5.387060,6.480354,231.050615
264.000000,7.855677,5.387772,6.477913,231.068163
265.000000,7.857077,5.387150,6.477110,231.085046
266.000000,7.859678,5.385175,6.477457,231.101247
267.000000,7.863476,5.381661,6.479175,231.116751
268.000000,7.868357,5.376642,6.482596,231.131545
269.000000,7.874215,5.371090,6.487699,231.145616
270.000000,7.880575,5.366184,6.492962,231.158954
271.000000,7.886744,5.361943,6.497998,231.171548
272.000000,7.891799,5.358418,6.502527,231.183391
273.000000,7.895178,5.355669,6.505861,231.194477
274.000000,7.896650,5.354531,6.507914,231.204801
275.000000,7.896693,5.354904,6.508600,231.214076
276.000000,7.894706,5.357172,6.507925,231.222625
277.000000,7.891035,5.361285,6.505761,231.230698
278.000000,7.885647,5.366901,6.502171,231.238005
279.000000,7.879011,5.373596,6.497311,231.244550
280.000000,7.871394,5.381162,6.491878,231.250338
281.000000,7.863191,5.388439,6.486659,231.255373
282.000000,7.855096,5.395005,6.481899,231.259665
283.000000,7.847612,5.400571,6.478143,231.263221
284.000000,7.840605,5.404790,6.475379,231.266053
285.000000,7.834871,5.406919,6.474292,231.268173
286.000000,7.831857,5.407078,6.474916,231.269593
287.000000,7.831401,5.405198,6.476846,231.270330
288.000000,7.833163,5.402004,6.480804,231.270397
289.000000,7.837369,5.397793,6.486299,231.269813
290.000000,7.843383,5.393297,6.492926,231.268647
291.000000,7.851113,5.387811,6.499777,231.266898
292.000000,7.859099,5.381924,6.506839,231.264511
293.000000,7.866428,5.376922,6.513024,231.261550
294.000000,7.872086,5.372656,6.517290,231.258038
295.000000,7.875890,5.369940,6.519912,231.253998
296.000000,7.877488,5.368666,6.520840,231.249455
297.000000,7.877102,5.369399,6.520135,231.244432
298.000000,7.874439,5.371727,6.517865,231.238955
299.000000,7.870063,5.375164,6.513884,231.233049
300.000000,7.863841,5.379578,6.509180,231.226742
301.000000,7.857031,5.384909,6.504465,231.220060
302.000000,7.850290,5.390526,6.499504,231.213031
303.000000,7.842944,5.396364,6.494825,231.205682
304.000000,7.835193,5.401121,6.490738,231.198041
305.000000,7.828482,5.404311,6.488022,231.190388
306.000000,7.822881,5.406141,6.487355,231.182512
307.000000,7.818340,5.406495,6.487988,231.174178
308.000000,7.815484,5.405037,6.489643,231.165664
309.000000,7.814258,5.402164,6.492657,231.156999
310.000000,7.814762,5.398503,6.497207,231.148212
311.000000,7.816543,5.394362,6.502846,231.139330
312.000000,7.819514,5.389986,6.508695,231.130384
313.000000,7.823366,5.385270,6.515025,231.121400
314.000000,7.827213,5.380623,6.520722,231.112408
315.000000,7.830405,5.376845,6.525368,231.103435
316.000000,7.833597,5.374111,6.529139,231.094508
317.000000,7.836280,5.372171,6.531870,231.085656
318.000000,7.837964,5.371649,6.532788,231.076905
319.000000,7.838956,5.372007,6.532276,231.068282
320.000000,7.839671,5.373217,6.530678,231.060075
321.000000,7.839781,5.375215,6.528016,231.052037
322.000000,7.839082,5.377931,6.524153,231.043939
323.000000,7.837806,5.380540,6.519848,231.036070
324.000000,7.835822,5.383631,6.515061,231.028454
325.000000,7.834356,5.387508,6.510538,231.021114
326.000000,7.833580,5.390605,6.506785,231.014073
327.000000,7.832969,5.392553,6.503353,231.007354
328.000000,7.832956,5.394225,6.501204,231.000978
329.000000,7.833210,5.395472,6.500208,230.994967
330.000000,7.832910,5.395822,6.500290,230.989340
331.000000,7.832978,5.394875,6.501312,230.984118
332.000000,7.833228,5.393608,6.503217,230.979318
333.000000,7.833444,5.391818,6.506270,230.974959
334.000000,7.833050,5.389875,6.510292,230.971058
335.000000,7.832000,5.387619,6.514377,230.967728
336.000000,7.830362,5.385494,6.518922,230.964861
337.000000,7.829028,5.383158,6.523852,230.962393
338.000000,7.828082,5.381283,6.528930,230.960441
