0.000000	6.038093	6.679136	5.807161	6163.976424
1.000000	6.034607	6.678005	5.809832	6163.985812
2.000000	6.031996	6.675947	5.812532	6163.995466
3.000000	6.030490	6.673103	5.815552	6164.005366
4.000000	6.030382	6.669786	5.817372	6164.015489
5.000000	6.031041	6.667153	5.817971	6164.025812
6.000000	6.032348	6.665055	5.817605	6164.036312
7.000000	6.034034	6.663547	5.815398	6164.046965
8.000000	6.035580	6.662955	5.812653	6164.057745
9.000000	6.037515	6.663166	5.808803	6164.068628
10.000000	6.038814	6.663958	5.804638	6164.079589
11.000000	6.038982	6.665034	5.800816	6164.090601
12.000000	6.039011	6.666062	5.796658	6164.101639
13.000000	6.039718	6.666135	5.793519	6164.112677
14.000000	6.040608	6.665477	5.790797	6164.123321
15.000000	6.041438	6.664030	5.788972	6164.133916
16.000000	6.042711	6.661664	5.787954	6164.145160
17.000000	6.044298	6.658824	5.786864	6164.156648
18.000000	6.045735	6.656200	5.786134	6164.167984
19.000000	6.047116	6.653949	5.784549	6164.179137
20.000000	6.048538	6.652228	5.782911	6164.190074
21.000000	6.048893	6.651267	5.781869	6164.200765
22.000000	6.049076	6.650679	5.780619	6164.211178
23.000000	6.049497	6.650808	5.780317	6164.221285
24.000000	6.048966	6.651305	5.779978	6164.231055
25.000000	6.047965	6.652283	5.780290	6164.240460
26.000000	6.046293	6.653310	5.780669	6164.249472
27.000000	6.045456	6.654132	5.780054	6164.258064
28.000000	6.044823	6.654631	5.780284	6164.266209
29.000000	6.043366	6.655578	5.780587	6164.273653
30.000000	6.040755	6.657237	5.780782	6164.280414
31.000000	6.037711	6.659490	5.781531	6164.286921
32.000000	6.033852	6.661826	5.781901	6164.293111
33.000000	6.029305	6.664086	5.783141	6164.298745
34.000000	6.024301	6.665024	5.784676	6164.303802
35.000000	6.019404	6.664565	5.787219	6164.308266
36.000000	6.015964	6.662660	5.790586	6164.312120
37.000000	6.013104	6.658568	5.793716	6164.315350
38.000000	6.010771	6.653078	5.797551	6164.317942
39.000000	6.009882	6.646718	5.800660	6164.319886
40.000000	6.010422	6.640248	5.803148	6164.321171
41.000000	6.012478	6.634884	5.804537	6164.321790
42.000000	6.015616	6.631071	5.803385	6164.321735
43.000000	6.017914	6.630052	5.801769	6164.321003
44.000000	6.019969	6.630904	5.798907	6164.319591
45.000000	6.021857	6.633924	5.795289	6164.317576
46.000000	6.022573	6.638939	5.791758	6164.314916
47.000000	6.023046	6.645176	5.787534	6164.311505
48.000000	6.023376	6.651348	5.784466	6164.307419
49.000000	6.024163	6.656610	5.781735	6164.302666
50.000000	6.024712	6.661086	5.780101	6164.297251
51.000000	6.025310	6.664692	5.779251	6164.291186
52.000000	6.025891	6.667170	5.778232	6164.284480
53.000000	6.027256	6.669126	5.777728	6164.277147
54.000000	6.028554	6.671116	5.777037	6164.269201
55.000000	6.029438	6.673016	5.776063	6164.260660
56.000000	6.030698	6.674389	5.775306	6164.251539
57.000000	6.032313	6.674502	5.774121	6164.241860
58.000000	6.033393	6.673947	5.773302	6164.231643
59.000000	6.033655	6.672190	5.772130	6164.220910
60.000000	6.033154	6.668849	5.771703	6164.210045
61.000000	6.032402	6.664537	5.772240	6164.198738
62.000000	6.031954	6.659884	5.773274	6164.186634
63.000000	6.031234	6.655748	5.775321	6164.174116
64.000000	6.029765	6.651814	5.777236	6164.161212
65.000000	6.027588	6.648689	5.779077	6164.147953
66.000000	6.024975	6.646156	5.780520	6164.134370
67.000000	6.023432	6.644306	5.780368	6164.120495
68.000000	6.023678	6.642494	5.779788	6164.106360
69.000000	6.026550	6.640024	5.777655	6164.091998
70.000000	6.030905	6.637420	5.774448	6164.077444
71.000000	6.036322	6.634532	5.770569	6164.062733
72.000000	6.042679	6.630967	5.765907	6164.047899
73.000000	6.049543	6.627541	5.761550	6164.032979
74.000000	6.056726	6.624245	5.757456	6164.018008
75.000000	6.063063	6.621121	5.753823	6164.003491
76.000000	6.068339	6.618774	5.751211	6163.988993
77.000000	6.071761	6.616796	5.748884	6163.974082
78.000000	6.073860	6.615305	5.748143	6163.959262
79.000000	6.074883	6.614024	5.748106	6163.944571
80.000000	6.074882	6.612844	5.748981	6163.930043
81.000000	6.074326	6.611810	5.750626	6163.915714
82.000000	6.073420	6.610605	5.752265	6163.901619
83.000000	6.072512	6.609531	5.754839	6163.887792
84.000000	6.071664	6.608726	5.757066	6163.874267
85.000000	6.070633	6.608108	5.759283	6163.861077
86.000000	6.069616	6.608031	5.761373	6163.848255
87.000000	6.068398	6.608624	5.762383	6163.835832
88.000000	6.067520	6.609903	5.762792	6163.823839
89.000000	6.067242	6.612306	5.761980	6163.812304
90.000000	6.067908	6.615709	5.760185	6163.801592
91.000000	6.068991	6.619892	5.757584	6163.791367
92.000000	6.070209	6.625233	5.753787	6163.781341
93.000000	6.070498	6.631402	5.749466	6163.771878
94.000000	6.070966	6.637546	5.744440	6163.763002
95.000000	6.070714	6.642843	5.740252	6163.754734
96.000000	6.070215	6.646868	5.737029	6163.747096
97.000000	6.070131	6.648964	5.734284	6163.740106
98.000000	6.069616	6.648899	5.732871	6163.733780
99.000000	6.068161	6.646733	5.731961	6163.728135
100.000000	6.066192	6.642855	5.732338	6163.723184
101.000000	6.063690	6.638596	5.733661	6163.718940
102.000000	6.060913	6.634137	5.734963	6163.715412
103.000000	6.058130	6.630183	5.737314	6163.712609
104.000000	6.054998	6.626932	5.739752	6163.710538
105.000000	6.052021	6.624667	5.742302	6163.709231
106.000000	6.048602	6.623158	5.745115	6163.708625
107.000000	6.045172	6.622231	5.748074	6163.708724
108.000000	6.042765	6.621609	5.751877	6163.709563
109.000000	6.041051	6.621144	5.755044	6163.711140
110.000000	6.039900	6.620604	5.757827	6163.713450
111.000000	6.040046	6.620237	5.760214	6163.716488
112.000000	6.040991	6.619476	5.761770	6163.720244
113.000000	6.042479	6.619108	5.763163	6163.724710
114.000000	6.043920	6.619055	5.763491	6163.729873
115.000000	6.045162	6.619467	5.763145	6163.735722
116.000000	6.045817	6.620491	5.762004	6163.742240
117.000000	6.045813	6.621891	5.760457	6163.749411
118.000000	6.045536	6.623319	5.759312	6163.757217
119.000000	6.044222	6.624727	5.757703	6163.765638
120.000000	6.042132	6.625902	5.756704	6163.774360
121.000000	6.039918	6.626303	5.756512	6163.783623
122.000000	6.038095	6.625955	5.756759	6163.793723
